1.000000000000000000000000000	1
0.5218159526676722553255672280	2
0.1330110513277206326920595052	3
0.4740937782894469482409998658	4
0.1260150016668057739680707338	5
0.03897507876359131867781456959	6
0.02120734478783158623023737648	7
0.004185215996079270498309201410	8
0.0004945488522542517283628532433	9
0.00004038843740703104300790734595	10
0.000002451647423279587321812268145	11
1.157866281664520293539497256E-7	12
4.393252659780926762236748615E-9	13
1.371812284377808532275873209E-10	14
3.592335258952026705960215452E-12	15
8.038136448841042963717626456E-14	16
1.174137862119154340622370746E-15	17
9.993231279551187085570336506E-17	18
1.493760902666666523463990098E-16	19
3.589794746474211782622755472E-16	20
